county,precinct,office,district,party,candidate,votes,election_day,absentee,provisional
Mercer,0724 FARRELL 2-4,STRAIGHT PARTY,,GRN,GREEN,0,0,0,0
Mercer,0724 FARRELL 2-4,STRAIGHT PARTY,,LIB,LIBERTARIAN,0,0,0,0
Mercer,0724 FARRELL 2-4,U.S. Senate,,DEM,BOB CASEY JR.,307,297,10,0
Mercer,0724 FARRELL 2-4,U.S. Senate,,REP,LOU BARLETTA,81,79,2,0
Mercer,0724 FARRELL 2-4,U.S. Senate,,GRN,NEAL GALE,0,0,0,0
Mercer,0724 FARRELL 2-4,U.S. Senate,,LIB,DALE R. KERNS JR.,1,1,0,0
Mercer,0724 FARRELL 2-4,U.S. Senate,,,Write-ins,0,0,0,0
Mercer,0724 FARRELL 2-4,Governor,,DEM,WOLF / FETTERMAN,301,291,10,0
Mercer,0724 FARRELL 2-4,Governor,,REP,WAGNER / BARTOS,86,84,2,0
Mercer,0724 FARRELL 2-4,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,2,0,0
Mercer,0724 FARRELL 2-4,Governor,,LIB,KRAWCHUK / SMITH,0,0,0,0
Mercer,0724 FARRELL 2-4,Governor,,,Write-ins,1,1,0,0
Mercer,0724 FARRELL 2-4,U.S. House,16,DEM,RON DINICOLA,305,294,11,0
Mercer,0724 FARRELL 2-4,U.S. House,16,REP,MIKE KELLY,87,86,1,0
Mercer,0724 FARRELL 2-4,U.S. House,16,LIB,EBERT G. BILL BEEMAN,0,0,0,0
Mercer,0724 FARRELL 2-4,U.S. House,16,,Write-ins,0,0,0,0
Mercer,0724 FARRELL 2-4,State Senate,50,DEM,SUE MULVEY,283,273,10,0
Mercer,0724 FARRELL 2-4,State Senate,50,REP,MICHELE BROOKS,106,104,2,0
Mercer,0724 FARRELL 2-4,State Senate,50,,Write-ins,0,0,0,0
Mercer,0724 FARRELL 2-4,State House,7,DEM,MARK LONGIETTI,387,375,12,0
Mercer,0724 FARRELL 2-4,State House,7,,Write-ins,1,1,0,0
Mercer,0801 FINDLEY,Registered Voters,,,,902,,,
Mercer,0801 FINDLEY,Ballots Cast,,,,530,514,16,0
Mercer,0801 FINDLEY,STRAIGHT PARTY,,DEM,DEMOCRATIC,79,77,2,0
Mercer,0801 FINDLEY,STRAIGHT PARTY,,REP,REPUBLICAN,224,218,6,0
Mercer,0801 FINDLEY,STRAIGHT PARTY,,GRN,GREEN,0,0,0,0
Mercer,0801 FINDLEY,STRAIGHT PARTY,,LIB,LIBERTARIAN,2,2,0,0
Mercer,0801 FINDLEY,U.S. Senate,,DEM,BOB CASEY JR.,167,159,8,0
Mercer,0801 FINDLEY,U.S. Senate,,REP,LOU BARLETTA,350,342,8,0
Mercer,0801 FINDLEY,U.S. Senate,,GRN,NEAL GALE,2,2,0,0
Mercer,0801 FINDLEY,U.S. Senate,,LIB,DALE R. KERNS JR.,8,8,0,0
Mercer,0801 FINDLEY,U.S. Senate,,,Write-ins,1,1,0,0
Mercer,0801 FINDLEY,Governor,,DEM,WOLF / FETTERMAN,159,152,7,0
Mercer,0801 FINDLEY,Governor,,REP,WAGNER / BARTOS,357,348,9,0
Mercer,0801 FINDLEY,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,2,0,0
Mercer,0801 FINDLEY,Governor,,LIB,KRAWCHUK / SMITH,10,10,0,0
Mercer,0801 FINDLEY,Governor,,,Write-ins,0,0,0,0
Mercer,0801 FINDLEY,U.S. House,16,DEM,RON DINICOLA,156,150,6,0
Mercer,0801 FINDLEY,U.S. House,16,REP,MIKE KELLY,359,349,10,0
Mercer,0801 FINDLEY,U.S. House,16,LIB,EBERT G. BILL BEEMAN,15,15,0,0
Mercer,0801 FINDLEY,U.S. House,16,,Write-ins,0,0,0,0
Mercer,0801 FINDLEY,State Senate,50,DEM,SUE MULVEY,131,125,6,0
Mercer,0801 FINDLEY,State Senate,50,REP,MICHELE BROOKS,396,386,10,0
Mercer,0801 FINDLEY,State Senate,50,,Write-ins,0,0,0,0
Mercer,0801 FINDLEY,State House,8,DEM,LISA BOEVING-LEARNED,148,143,5,0
Mercer,0801 FINDLEY,State House,8,REP,TEDD NESBIT,382,371,11,0
Mercer,0801 FINDLEY,State House,8,,Write-ins,0,0,0,0
Mercer,0901 FREDONIA,Registered Voters,,,,303,,,
Mercer,0901 FREDONIA,Ballots Cast,,,,166,163,3,0
Mercer,0901 FREDONIA,STRAIGHT PARTY,,DEM,DEMOCRATIC,26,26,0,0
Mercer,0901 FREDONIA,STRAIGHT PARTY,,REP,REPUBLICAN,61,60,1,0
Mercer,0901 FREDONIA,STRAIGHT PARTY,,GRN,GREEN,1,1,0,0
Mercer,0901 FREDONIA,STRAIGHT PARTY,,LIB,LIBERTARIAN,0,0,0,0
Mercer,0901 FREDONIA,U.S. Senate,,DEM,BOB CASEY JR.,67,67,0,0
Mercer,0901 FREDONIA,U.S. Senate,,REP,LOU BARLETTA,90,87,3,0
Mercer,0901 FREDONIA,U.S. Senate,,GRN,NEAL GALE,3,3,0,0
Mercer,0901 FREDONIA,U.S. Senate,,LIB,DALE R. KERNS JR.,1,1,0,0
Mercer,0901 FREDONIA,U.S. Senate,,,Write-ins,0,0,0,0
Mercer,0901 FREDONIA,Governor,,DEM,WOLF / FETTERMAN,62,62,0,0
Mercer,0901 FREDONIA,Governor,,REP,WAGNER / BARTOS,96,93,3,0
Mercer,0901 FREDONIA,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,4,0,0
Mercer,0901 FREDONIA,Governor,,LIB,KRAWCHUK / SMITH,0,0,0,0
Mercer,0901 FREDONIA,Governor,,,Write-ins,0,0,0,0
Mercer,0901 FREDONIA,U.S. House,16,DEM,RON DINICOLA,61,61,0,0
Mercer,0901 FREDONIA,U.S. House,16,REP,MIKE KELLY,100,97,3,0
Mercer,0901 FREDONIA,U.S. House,16,LIB,EBERT G. BILL BEEMAN,0,0,0,0
Mercer,0901 FREDONIA,U.S. House,16,,Write-ins,0,0,0,0
Mercer,0901 FREDONIA,State Senate,50,DEM,SUE MULVEY,42,42,0,0
Mercer,0901 FREDONIA,State Senate,50,REP,MICHELE BROOKS,119,116,3,0
Mercer,0901 FREDONIA,State Senate,50,,Write-ins,0,0,0,0
Mercer,0901 FREDONIA,State House,8,DEM,LISA BOEVING-LEARNED,54,54,0,0
Mercer,0901 FREDONIA,State House,8,REP,TEDD NESBIT,106,103,3,0
Mercer,0901 FREDONIA,State House,8,,Write-ins,0,0,0,0
Mercer,1001 FRENCH CREEK,Registered Voters,,,,440,,,
Mercer,1001 FRENCH CREEK,Ballots Cast,,,,272,266,6,0
Mercer,1001 FRENCH CREEK,STRAIGHT PARTY,,DEM,DEMOCRATIC,39,38,1,0
Mercer,1001 FRENCH CREEK,STRAIGHT PARTY,,REP,REPUBLICAN,134,133,1,0
Mercer,1001 FRENCH CREEK,STRAIGHT PARTY,,GRN,GREEN,0,0,0,0
Mercer,1001 FRENCH CREEK,STRAIGHT PARTY,,LIB,LIBERTARIAN,0,0,0,0
Mercer,1001 FRENCH CREEK,U.S. Senate,,DEM,BOB CASEY JR.,81,77,4,0
Mercer,1001 FRENCH CREEK,U.S. Senate,,REP,LOU BARLETTA,182,180,2,0
Mercer,1001 FRENCH CREEK,U.S. Senate,,GRN,NEAL GALE,2,2,0,0
Mercer,1001 FRENCH CREEK,U.S. Senate,,LIB,DALE R. KERNS JR.,3,3,0,0
Mercer,1001 FRENCH CREEK,U.S. Senate,,,Write-ins,1,1,0,0
Mercer,1001 FRENCH CREEK,Governor,,DEM,WOLF / FETTERMAN,85,81,4,0
Mercer,1001 FRENCH CREEK,Governor,,REP,WAGNER / BARTOS,181,179,2,0
Mercer,1001 FRENCH CREEK,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,1,0,0
Mercer,1001 FRENCH CREEK,Governor,,LIB,KRAWCHUK / SMITH,2,2,0,0
Mercer,1001 FRENCH CREEK,Governor,,,Write-ins,0,0,0,0
Mercer,1001 FRENCH CREEK,U.S. House,16,DEM,RON DINICOLA,80,76,4,0
Mercer,1001 FRENCH CREEK,U.S. House,16,REP,MIKE KELLY,185,183,2,0
Mercer,1001 FRENCH CREEK,U.S. House,16,LIB,EBERT G. BILL BEEMAN,3,3,0,0
Mercer,1001 FRENCH CREEK,U.S. House,16,,Write-ins,2,2,0,0
Mercer,1001 FRENCH CREEK,State Senate,50,DEM,SUE MULVEY,62,58,4,0
Mercer,1001 FRENCH CREEK,State Senate,50,REP,MICHELE BROOKS,208,206,2,0
Mercer,1001 FRENCH CREEK,State Senate,50,,Write-ins,0,0,0,0
Mercer,1001 FRENCH CREEK,State House,8,DEM,LISA BOEVING-LEARNED,78,74,4,0
Mercer,1001 FRENCH CREEK,State House,8,REP,TEDD NESBIT,193,191,2,0
Mercer,1001 FRENCH CREEK,State House,8,,Write-ins,0,0,0,0
Mercer,1101 GREENE,Registered Voters,,,,653,,,
Mercer,1101 GREENE,Ballots Cast,,,,402,384,18,0
Mercer,1101 GREENE,STRAIGHT PARTY,,DEM,DEMOCRATIC,65,65,0,0
Mercer,1101 GREENE,STRAIGHT PARTY,,REP,REPUBLICAN,163,150,13,0
Mercer,1101 GREENE,STRAIGHT PARTY,,GRN,GREEN,0,0,0,0
Mercer,1101 GREENE,STRAIGHT PARTY,,LIB,LIBERTARIAN,0,0,0,0
Mercer,1101 GREENE,U.S. Senate,,DEM,BOB CASEY JR.,150,147,3,0
Mercer,1101 GREENE,U.S. Senate,,REP,LOU BARLETTA,237,223,14,0
Mercer,1101 GREENE,U.S. Senate,,GRN,NEAL GALE,5,4,1,0
Mercer,1101 GREENE,U.S. Senate,,LIB,DALE R. KERNS JR.,5,5,0,0
Mercer,1101 GREENE,U.S. Senate,,,Write-ins,0,0,0,0
Mercer,1101 GREENE,Governor,,DEM,WOLF / FETTERMAN,143,140,3,0
Mercer,1101 GREENE,Governor,,REP,WAGNER / BARTOS,244,230,14,0
Mercer,1101 GREENE,Governor,,GRN,GLOVER / BOWSER-BOSTICK,7,6,1,0
Mercer,1101 GREENE,Governor,,LIB,KRAWCHUK / SMITH,4,4,0,0
Mercer,1101 GREENE,Governor,,,Write-ins,0,0,0,0
Mercer,1101 GREENE,U.S. House,16,DEM,RON DINICOLA,156,152,4,0
Mercer,1101 GREENE,U.S. House,16,REP,MIKE KELLY,238,224,14,0
Mercer,1101 GREENE,U.S. House,16,LIB,EBERT G. BILL BEEMAN,2,2,0,0
Mercer,1101 GREENE,U.S. House,16,,Write-ins,0,0,0,0
Mercer,1101 GREENE,State Senate,50,DEM,SUE MULVEY,94,91,3,0
Mercer,1101 GREENE,State Senate,50,REP,MICHELE BROOKS,304,289,15,0
Mercer,1101 GREENE,State Senate,50,,Write-ins,0,0,0,0
Mercer,1101 GREENE,State House,17,REP,PARKE WENTLING,313,296,17,0
Mercer,1101 GREENE,State House,17,,Write-ins,8,8,0,0
Mercer,1201 GREENVILLE 1,Registered Voters,,,,611,,,
Mercer,1201 GREENVILLE 1,Ballots Cast,,,,299,291,8,0
Mercer,1201 GREENVILLE 1,STRAIGHT PARTY,,DEM,DEMOCRATIC,64,62,2,0
Mercer,1201 GREENVILLE 1,STRAIGHT PARTY,,REP,REPUBLICAN,108,102,6,0
Mercer,1201 GREENVILLE 1,STRAIGHT PARTY,,GRN,GREEN,2,2,0,0
Mercer,1201 GREENVILLE 1,STRAIGHT PARTY,,LIB,LIBERTARIAN,2,2,0,0
Mercer,1201 GREENVILLE 1,U.S. Senate,,DEM,BOB CASEY JR.,124,122,2,0
Mercer,1201 GREENVILLE 1,U.S. Senate,,REP,LOU BARLETTA,165,159,6,0
Mercer,1201 GREENVILLE 1,U.S. Senate,,GRN,NEAL GALE,2,2,0,0
Mercer,1201 GREENVILLE 1,U.S. Senate,,LIB,DALE R. KERNS JR.,5,5,0,0
Mercer,1201 GREENVILLE 1,U.S. Senate,,,Write-ins,0,0,0,0
Mercer,1201 GREENVILLE 1,Governor,,DEM,WOLF / FETTERMAN,114,112,2,0
Mercer,1201 GREENVILLE 1,Governor,,REP,WAGNER / BARTOS,169,163,6,0
Mercer,1201 GREENVILLE 1,Governor,,GRN,GLOVER / BOWSER-BOSTICK,5,5,0,0
Mercer,1201 GREENVILLE 1,Governor,,LIB,KRAWCHUK / SMITH,9,9,0,0
Mercer,1201 GREENVILLE 1,Governor,,,Write-ins,0,0,0,0
Mercer,1201 GREENVILLE 1,U.S. House,16,DEM,RON DINICOLA,126,124,2,0
Mercer,1201 GREENVILLE 1,U.S. House,16,REP,MIKE KELLY,160,154,6,0
Mercer,1201 GREENVILLE 1,U.S. House,16,LIB,EBERT G. BILL BEEMAN,8,8,0,0
Mercer,1201 GREENVILLE 1,U.S. House,16,,Write-ins,1,1,0,0
Mercer,1201 GREENVILLE 1,State Senate,50,DEM,SUE MULVEY,88,86,2,0
Mercer,1201 GREENVILLE 1,State Senate,50,REP,MICHELE BROOKS,206,200,6,0
Mercer,1201 GREENVILLE 1,State Senate,50,,Write-ins,0,0,0,0
Mercer,1201 GREENVILLE 1,State House,7,DEM,MARK LONGIETTI,282,274,8,0
Mercer,1201 GREENVILLE 1,State House,7,,Write-ins,5,5,0,0
Mercer,1202 GREENVILLE 2,Registered Voters,,,,780,,,
Mercer,1202 GREENVILLE 2,Ballots Cast,,,,278,268,10,0
Mercer,1202 GREENVILLE 2,STRAIGHT PARTY,,DEM,DEMOCRATIC,74,72,2,0
Mercer,1202 GREENVILLE 2,STRAIGHT PARTY,,REP,REPUBLICAN,83,81,2,0
Mercer,1202 GREENVILLE 2,STRAIGHT PARTY,,GRN,GREEN,0,0,0,0
Mercer,1202 GREENVILLE 2,STRAIGHT PARTY,,LIB,LIBERTARIAN,1,1,0,0
Mercer,1202 GREENVILLE 2,U.S. Senate,,DEM,BOB CASEY JR.,145,140,5,0
Mercer,1202 GREENVILLE 2,U.S. Senate,,REP,LOU BARLETTA,125,121,4,0
Mercer,1202 GREENVILLE 2,U.S. Senate,,GRN,NEAL GALE,2,1,1,0
Mercer,1202 GREENVILLE 2,U.S. Senate,,LIB,DALE R. KERNS JR.,3,3,0,0
Mercer,1202 GREENVILLE 2,U.S. Senate,,,Write-ins,0,0,0,0
Mercer,1202 GREENVILLE 2,Governor,,DEM,WOLF / FETTERMAN,140,135,5,0
Mercer,1202 GREENVILLE 2,Governor,,REP,WAGNER / BARTOS,124,120,4,0
Mercer,1202 GREENVILLE 2,Governor,,GRN,GLOVER / BOWSER-BOSTICK,7,6,1,0
Mercer,1202 GREENVILLE 2,Governor,,LIB,KRAWCHUK / SMITH,5,5,0,0
Mercer,1202 GREENVILLE 2,Governor,,,Write-ins,0,0,0,0
Mercer,1202 GREENVILLE 2,U.S. House,16,DEM,RON DINICOLA,130,123,7,0
Mercer,1202 GREENVILLE 2,U.S. House,16,REP,MIKE KELLY,137,134,3,0
Mercer,1202 GREENVILLE 2,U.S. House,16,LIB,EBERT G. BILL BEEMAN,7,7,0,0
Mercer,1202 GREENVILLE 2,U.S. House,16,,Write-ins,0,0,0,0
Mercer,1202 GREENVILLE 2,State Senate,50,DEM,SUE MULVEY,105,101,4,0
Mercer,1202 GREENVILLE 2,State Senate,50,REP,MICHELE BROOKS,171,165,6,0
Mercer,1202 GREENVILLE 2,State Senate,50,,Write-ins,0,0,0,0
Mercer,1202 GREENVILLE 2,State House,7,DEM,MARK LONGIETTI,268,258,10,0
Mercer,1202 GREENVILLE 2,State House,7,,Write-ins,1,1,0,0
Mercer,1203 GREENVILLE 3,Registered Voters,,,,889,,,
Mercer,1203 GREENVILLE 3,Ballots Cast,,,,517,496,21,0
Mercer,1203 GREENVILLE 3,STRAIGHT PARTY,,DEM,DEMOCRATIC,85,80,5,0
Mercer,1203 GREENVILLE 3,STRAIGHT PARTY,,REP,REPUBLICAN,152,145,7,0
Mercer,1203 GREENVILLE 3,STRAIGHT PARTY,,GRN,GREEN,0,0,0,0
Mercer,1203 GREENVILLE 3,STRAIGHT PARTY,,LIB,LIBERTARIAN,1,1,0,0
Mercer,1203 GREENVILLE 3,U.S. Senate,,DEM,BOB CASEY JR.,222,212,10,0
Mercer,1203 GREENVILLE 3,U.S. Senate,,REP,LOU BARLETTA,284,273,11,0
Mercer,1203 GREENVILLE 3,U.S. Senate,,GRN,NEAL GALE,3,3,0,0
Mercer,1203 GREENVILLE 3,U.S. Senate,,LIB,DALE R. KERNS JR.,6,6,0,0
Mercer,1203 GREENVILLE 3,U.S. Senate,,,Write-ins,0,0,0,0
Mercer,1203 GREENVILLE 3,Governor,,DEM,WOLF / FETTERMAN,227,219,8,0
Mercer,1203 GREENVILLE 3,Governor,,REP,WAGNER / BARTOS,274,263,11,0
Mercer,1203 GREENVILLE 3,Governor,,GRN,GLOVER / BOWSER-BOSTICK,7,7,0,0
Mercer,1203 GREENVILLE 3,Governor,,LIB,KRAWCHUK / SMITH,5,5,0,0
Mercer,1203 GREENVILLE 3,Governor,,,Write-ins,0,0,0,0
Mercer,1203 GREENVILLE 3,U.S. House,16,DEM,RON DINICOLA,220,209,11,0
Mercer,1203 GREENVILLE 3,U.S. House,16,REP,MIKE KELLY,286,276,10,0
Mercer,1203 GREENVILLE 3,U.S. House,16,LIB,EBERT G. BILL BEEMAN,11,11,0,0
Mercer,1203 GREENVILLE 3,U.S. House,16,,Write-ins,0,0,0,0
Mercer,1203 GREENVILLE 3,State Senate,50,DEM,SUE MULVEY,167,161,6,0
Mercer,1203 GREENVILLE 3,State Senate,50,REP,MICHELE BROOKS,345,332,13,0
Mercer,1203 GREENVILLE 3,State Senate,50,,Write-ins,1,1,0,0
Mercer,1203 GREENVILLE 3,State House,7,DEM,MARK LONGIETTI,494,475,19,0
Mercer,1203 GREENVILLE 3,State House,7,,Write-ins,5,5,0,0
Mercer,1204 GREENVILLE 4,Registered Voters,,,,838,,,
Mercer,1204 GREENVILLE 4,Ballots Cast,,,,439,416,23,0
Mercer,1204 GREENVILLE 4,STRAIGHT PARTY,,DEM,DEMOCRATIC,88,84,4,0
Mercer,1204 GREENVILLE 4,STRAIGHT PARTY,,REP,REPUBLICAN,130,123,7,0
Mercer,1204 GREENVILLE 4,STRAIGHT PARTY,,GRN,GREEN,1,1,0,0
Mercer,1204 GREENVILLE 4,STRAIGHT PARTY,,LIB,LIBERTARIAN,1,1,0,0
Mercer,1204 GREENVILLE 4,U.S. Senate,,DEM,BOB CASEY JR.,201,190,11,0
Mercer,1204 GREENVILLE 4,U.S. Senate,,REP,LOU BARLETTA,222,211,11,0
Mercer,1204 GREENVILLE 4,U.S. Senate,,GRN,NEAL GALE,4,4,0,0
Mercer,1204 GREENVILLE 4,U.S. Senate,,LIB,DALE R. KERNS JR.,3,3,0,0
Mercer,1204 GREENVILLE 4,U.S. Senate,,,Write-ins,0,0,0,0
Mercer,1204 GREENVILLE 4,Governor,,DEM,WOLF / FETTERMAN,195,185,10,0
Mercer,1204 GREENVILLE 4,Governor,,REP,WAGNER / BARTOS,228,216,12,0
Mercer,1204 GREENVILLE 4,Governor,,GRN,GLOVER / BOWSER-BOSTICK,5,5,0,0
Mercer,1204 GREENVILLE 4,Governor,,LIB,KRAWCHUK / SMITH,5,5,0,0
Mercer,1204 GREENVILLE 4,Governor,,,Write-ins,0,0,0,0
Mercer,1204 GREENVILLE 4,U.S. House,16,DEM,RON DINICOLA,193,184,9,0
Mercer,1204 GREENVILLE 4,U.S. House,16,REP,MIKE KELLY,239,226,13,0
Mercer,1204 GREENVILLE 4,U.S. House,16,LIB,EBERT G. BILL BEEMAN,2,2,0,0
Mercer,1204 GREENVILLE 4,U.S. House,16,,Write-ins,0,0,0,0
Mercer,1204 GREENVILLE 4,State Senate,50,DEM,SUE MULVEY,146,137,9,0
Mercer,1204 GREENVILLE 4,State Senate,50,REP,MICHELE BROOKS,288,275,13,0
Mercer,1204 GREENVILLE 4,State Senate,50,,Write-ins,0,0,0,0
Mercer,1204 GREENVILLE 4,State House,7,DEM,MARK LONGIETTI,422,400,22,0
Mercer,1204 GREENVILLE 4,State House,7,,Write-ins,1,1,0,0
Mercer,1301 GROVE CITY 1,Registered Voters,,,,875,,,
Mercer,1301 GROVE CITY 1,Ballots Cast,,,,419,411,8,0
Mercer,1301 GROVE CITY 1,STRAIGHT PARTY,,DEM,DEMOCRATIC,68,66,2,0
Mercer,1301 GROVE CITY 1,STRAIGHT PARTY,,REP,REPUBLICAN,146,144,2,0
Mercer,1301 GROVE CITY 1,STRAIGHT PARTY,,GRN,GREEN,0,0,0,0
Mercer,1301 GROVE CITY 1,STRAIGHT PARTY,,LIB,LIBERTARIAN,1,1,0,0
Mercer,1301 GROVE CITY 1,U.S. Senate,,DEM,BOB CASEY JR.,155,151,4,0
Mercer,1301 GROVE CITY 1,U.S. Senate,,REP,LOU BARLETTA,243,241,2,0
Mercer,1301 GROVE CITY 1,U.S. Senate,,GRN,NEAL GALE,8,8,0,0
Mercer,1301 GROVE CITY 1,U.S. Senate,,LIB,DALE R. KERNS JR.,7,6,1,0
Mercer,1301 GROVE CITY 1,U.S. Senate,,,Write-ins,1,0,1,0
Mercer,1301 GROVE CITY 1,Governor,,DEM,WOLF / FETTERMAN,163,159,4,0
Mercer,1301 GROVE CITY 1,Governor,,REP,WAGNER / BARTOS,237,234,3,0
Mercer,1301 GROVE CITY 1,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,3,0,0
Mercer,1301 GROVE CITY 1,Governor,,LIB,KRAWCHUK / SMITH,10,10,0,0
Mercer,1301 GROVE CITY 1,Governor,,,Write-ins,0,0,0,0
Mercer,1301 GROVE CITY 1,U.S. House,16,DEM,RON DINICOLA,146,142,4,0
Mercer,1301 GROVE CITY 1,U.S. House,16,REP,MIKE KELLY,259,257,2,0
Mercer,1301 GROVE CITY 1,U.S. House,16,LIB,EBERT G. BILL BEEMAN,8,7,1,0
Mercer,1301 GROVE CITY 1,U.S. House,16,,Write-ins,1,0,1,0
Mercer,1301 GROVE CITY 1,State Senate,50,DEM,SUE MULVEY,126,123,3,0
Mercer,1301 GROVE CITY 1,State Senate,50,REP,MICHELE BROOKS,283,279,4,0
Mercer,1301 GROVE CITY 1,State Senate,50,,Write-ins,2,2,0,0
Mercer,1301 GROVE CITY 1,State House,8,DEM,LISA BOEVING-LEARNED,134,133,1,0
Mercer,1301 GROVE CITY 1,State House,8,REP,TEDD NESBIT,279,273,6,0
Mercer,1301 GROVE CITY 1,State House,8,,Write-ins,2,2,0,0
Mercer,1302 GROVE CITY 2,Registered Voters,,,,767,,,
Mercer,1302 GROVE CITY 2,Ballots Cast,,,,448,429,19,0
Mercer,1302 GROVE CITY 2,STRAIGHT PARTY,,DEM,DEMOCRATIC,79,73,6,0
Mercer,1302 GROVE CITY 2,STRAIGHT PARTY,,REP,REPUBLICAN,142,133,9,0
Mercer,1302 GROVE CITY 2,STRAIGHT PARTY,,GRN,GREEN,1,1,0,0
Mercer,1302 GROVE CITY 2,STRAIGHT PARTY,,LIB,LIBERTARIAN,2,2,0,0
Mercer,1302 GROVE CITY 2,U.S. Senate,,DEM,BOB CASEY JR.,183,173,10,0
Mercer,1302 GROVE CITY 2,U.S. Senate,,REP,LOU BARLETTA,241,232,9,0
Mercer,1302 GROVE CITY 2,U.S. Senate,,GRN,NEAL GALE,5,5,0,0
Mercer,1302 GROVE CITY 2,U.S. Senate,,LIB,DALE R. KERNS JR.,11,11,0,0
Mercer,1302 GROVE CITY 2,U.S. Senate,,,Write-ins,0,0,0,0
Mercer,1302 GROVE CITY 2,Governor,,DEM,WOLF / FETTERMAN,192,182,10,0
Mercer,1302 GROVE CITY 2,Governor,,REP,WAGNER / BARTOS,233,224,9,0
Mercer,1302 GROVE CITY 2,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,4,0,0
Mercer,1302 GROVE CITY 2,Governor,,LIB,KRAWCHUK / SMITH,11,11,0,0
Mercer,1302 GROVE CITY 2,Governor,,,Write-ins,0,0,0,0
Mercer,1302 GROVE CITY 2,U.S. House,16,DEM,RON DINICOLA,170,160,10,0
Mercer,1302 GROVE CITY 2,U.S. House,16,REP,MIKE KELLY,261,252,9,0
Mercer,1302 GROVE CITY 2,U.S. House,16,LIB,EBERT G. BILL BEEMAN,13,13,0,0
Mercer,1302 GROVE CITY 2,U.S. House,16,,Write-ins,0,0,0,0
Mercer,1302 GROVE CITY 2,State Senate,50,DEM,SUE MULVEY,160,151,9,0
Mercer,1302 GROVE CITY 2,State Senate,50,REP,MICHELE BROOKS,281,271,10,0
Mercer,1302 GROVE CITY 2,State Senate,50,,Write-ins,0,0,0,0
Mercer,1302 GROVE CITY 2,State House,8,DEM,LISA BOEVING-LEARNED,161,152,9,0
Mercer,1302 GROVE CITY 2,State House,8,REP,TEDD NESBIT,285,275,10,0
Mercer,1302 GROVE CITY 2,State House,8,,Write-ins,0,0,0,0
Mercer,1303 GROVE CITY 3,Registered Voters,,,,741,,,
Mercer,1303 GROVE CITY 3,Ballots Cast,,,,407,392,15,0
Mercer,1303 GROVE CITY 3,STRAIGHT PARTY,,DEM,DEMOCRATIC,83,80,3,0
Mercer,1303 GROVE CITY 3,STRAIGHT PARTY,,REP,REPUBLICAN,128,119,9,0
Mercer,1303 GROVE CITY 3,STRAIGHT PARTY,,GRN,GREEN,1,1,0,0
Mercer,1303 GROVE CITY 3,STRAIGHT PARTY,,LIB,LIBERTARIAN,1,1,0,0
Mercer,1303 GROVE CITY 3,U.S. Senate,,DEM,BOB CASEY JR.,176,171,5,0
Mercer,1303 GROVE CITY 3,U.S. Senate,,REP,LOU BARLETTA,211,201,10,0
Mercer,1303 GROVE CITY 3,U.S. Senate,,GRN,NEAL GALE,5,5,0,0
Mercer,1303 GROVE CITY 3,U.S. Senate,,LIB,DALE R. KERNS JR.,11,11,0,0
Mercer,1303 GROVE CITY 3,U.S. Senate,,,Write-ins,1,1,0,0
Mercer,1303 GROVE CITY 3,Governor,,DEM,WOLF / FETTERMAN,180,176,4,0
Mercer,1303 GROVE CITY 3,Governor,,REP,WAGNER / BARTOS,207,197,10,0
Mercer,1303 GROVE CITY 3,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,4,0,0
Mercer,1303 GROVE CITY 3,Governor,,LIB,KRAWCHUK / SMITH,11,11,0,0
Mercer,1303 GROVE CITY 3,Governor,,,Write-ins,2,1,1,0
Mercer,1303 GROVE CITY 3,U.S. House,16,DEM,RON DINICOLA,172,168,4,0
Mercer,1303 GROVE CITY 3,U.S. House,16,REP,MIKE KELLY,217,206,11,0
Mercer,1303 GROVE CITY 3,U.S. House,16,LIB,EBERT G. BILL BEEMAN,12,12,0,0
Mercer,1303 GROVE CITY 3,U.S. House,16,,Write-ins,0,0,0,0
Mercer,1303 GROVE CITY 3,State Senate,50,DEM,SUE MULVEY,160,157,3,0
Mercer,1303 GROVE CITY 3,State Senate,50,REP,MICHELE BROOKS,242,230,12,0
Mercer,1303 GROVE CITY 3,State Senate,50,,Write-ins,1,1,0,0
Mercer,1303 GROVE CITY 3,State House,8,DEM,LISA BOEVING-LEARNED,170,166,4,0
Mercer,1303 GROVE CITY 3,State House,8,REP,TEDD NESBIT,233,222,11,0
Mercer,1303 GROVE CITY 3,State House,8,,Write-ins,1,1,0,0
Mercer,1304 GROVE CITY 4,Registered Voters,,,,812,,,
Mercer,1304 GROVE CITY 4,Ballots Cast,,,,552,535,17,0
Mercer,1304 GROVE CITY 4,STRAIGHT PARTY,,DEM,DEMOCRATIC,78,74,4,0
Mercer,1304 GROVE CITY 4,STRAIGHT PARTY,,REP,REPUBLICAN,185,174,11,0
Mercer,1304 GROVE CITY 4,STRAIGHT PARTY,,GRN,GREEN,2,2,0,0
Mercer,1304 GROVE CITY 4,STRAIGHT PARTY,,LIB,LIBERTARIAN,1,1,0,0
